actor,name,year,variable,type,BirthYear,gender,age
安锡焕,我的女孩 ,2005,actor5,drama,1959,男,46
安锡焕,豪杰春香 ,2005,actor5,drama,1959,男,46
安在洪,"三流之路 , ",2017,actor3,drama,1986,男,31
安在旭,泡沫爱情  ,1999,actor1,drama,1971,男,28
安在旭,孪生兄妹  ,2000,actor1,drama,1971,男,29
安政勋,夏日香气 ,2003,actor5,drama,1969,男,34
边熙峰,匹诺曹 ,2014,actor5,drama,1942,男,72
卞耀汉,未生 ,2014,actor5,drama,1986,男,28
蔡琳,夏娃的诱惑  ,2000,actor2,drama,1979,女,21
蔡琳,达子的春天  ,2007,actor1,drama,1979,女,28
蔡贞安,咖啡王子1号店 1,2007,actor4,drama,1977,女,30
曹承佑,秘密森林  ,2017,actor1,drama,1980,男,37
曹政奭,哦我的鬼神大人   ,2015,actor2,drama,1980,男,35
车仁表,火花 ,2000,actor1,drama,1967,男,33
车胜元,最佳爱情  ,2011,actor1,drama,1970,男,41
车太贤,奔向阳光 ,1999,actor1,drama,1976,男,23
车太贤,制作人 ,2015,actor2,drama,1976,男,39
陈世妍,Doctor异乡人  ,2014,actor2,drama,1994,女,20
陈艺瑟,仁显王后的男人  ,2012,actor5,drama,1985,女,27
成东日,没关系，是爱情啊  ,2014,actor3,drama,1967,男,47
成东日,请回答1988  1988,2015,actor1,drama,1967,男,48
成东日,Live ,2018,actor4,drama,1967,男,51
成宥利,雪之女王  ,2006,actor2,drama,1981,女,25
池昌旭,治愈者 ,2014,actor1,drama,1987,男,27
池晟,"杀了我治愈我 , ",2015,actor1,drama,1977,男,38
池贤宇,仁显王后的男人  ,2012,actor2,drama,1984,男,28
池珍熙,大长今 ,2003,actor2,drama,1971,男,32
池珍熙,迷雾 ,2018,actor2,drama,1971,男,47
崔福岩,宫 ,2006,actor5,drama,1940,男,66
崔敏勇,生命花,2001,actor2,drama,NA,男,NA
崔胜铉,IRIS ,2009,actor3,drama,1987,男,22
崔始源,她很漂亮  ,2015,actor4,drama,1986,男,29
崔武成,请回答1988  1988,2015,actor5,drama,1968,男,47
崔宰诚,狗和狼的时间   ,2007,actor4,drama,1964,男,43
崔贞媛,传闻中的七公主  ,2006,actor2,drama,1981,女,25
崔贞允,阁楼男女  ,2003,actor3,drama,1977,女,26
崔振赫,"继承者们  ,    - ",2013,actor4,drama,1985,男,28
崔智友,冬日恋歌 ,2002,actor2,drama,1975,女,27
崔智友,美丽的日子  ,2001,actor2,drama,1975,女,26
崔智友,天国的阶梯  ,2003,actor1,drama,1975,女,28
丹尼斯·吴,魔女柔熙 ,2007,actor4,drama,1981,男,26
丁海寅,当你沉睡时   ,2017,actor4,drama,1988,男,29
丁海寅,经常请吃饭的漂亮姐姐     ,2018,actor2,drama,1988,男,30
丁海寅,机智牢房生活  ,2017,actor5,drama,1988,男,29
丁一宇,搞笑一家人  !,2006,actor4,drama,1987,男,19
丁一宇,49日 49,2011,actor1,drama,1987,男,24
丁一宇,拥抱太阳的月亮   ,2012,actor3,drama,1987,男,25
丁一宇,拜托小姐  ,2009,actor5,drama,1987,男,22
奉太奎,阁楼男女  ,2003,actor5,drama,1981,男,22
奉太奎,个人取向  ,2010,actor4,drama,1981,男,29
高斗心,我的大叔  ,2018,actor3,drama,1951,女,67
高俊,迷雾 ,2018,actor3,drama,1978,男,40
高俊熙,她很漂亮  ,2015,actor3,drama,1985,女,30
高圣熙,当你沉睡时   ,2017,actor5,drama,1990,女,27
高修,孪生兄妹  ,2000,actor3,drama,1978,男,22
高周元,传闻中的七公主  ,2006,actor4,drama,1981,男,25
高珠妍,雪之女王  ,2006,actor4,drama,1994,女,12
郭时旸,哦我的鬼神大人   ,2015,actor4,drama,1987,男,28
韩彩英,豪杰春香 ,2005,actor1,drama,1980,女,25
韩彩英,蓝色生死恋 ,2000,actor4,drama,1980,女,20
韩恩贞,明朗少女成功记  ,2002,actor3,drama,1980,女,22
韩恩贞,浪漫满屋 ,2004,actor4,drama,1980,女,24
韩佳人,魔女柔熙 ,2007,actor2,drama,1982,女,25
韩佳人,拥抱太阳的月亮   ,2012,actor1,drama,1982,女,30
韩孝周,W-两个世界 W,2016,actor2,drama,1987,女,29
韩孝周,一枝梅 ,2008,actor2,drama,1987,女,21
韩孝周,灿烂的遗产  ,2009,actor1,drama,1987,女,22
韩艺瑟,梦幻情侣  ,2006,actor2,drama,1981,女,25
韩在硕,玻璃鞋 ,2002,actor3,drama,1973,男,29
韩在硕,夏娃的诱惑  ,2000,actor3,drama,1973,男,27
韩振熙,情定大饭店 ,2001,actor5,drama,1949,男,52
韩正洙,风之画员  ,2008,actor3,drama,1973,男,35
韩智慧,夏日香气 ,2003,actor4,drama,1984,女,19
韩智慧,新娘十八岁 18,2004,actor2,drama,1984,女,20
韩智敏,屋塔房王世子  ,2012,actor2,drama,1982,女,30
何载永,美丽的日子  ,2001,actor5,drama,1952,男,49
何载永,天国的阶梯  ,2003,actor5,drama,1952,男,51
河智苑,秘密花园  ,2010,actor2,drama,1978,女,32
洪恩熙,红豆女之恋   ,2002,actor4,drama,1980,女,22
洪利娜,大长今 ,2003,actor4,drama,1968,女,35
洪忠敏,医道 ,1999,actor5,drama,NA,女,NA
黄灿盛,金秘书为何那样   ,2018,actor5,drama,1990,男,28
黄善熙,城市猎人 ,2011,actor5,drama,1986,女,25
黄秀贞,孪生兄妹  ,2000,actor4,drama,1972,女,28
黄秀贞,医道 ,1999,actor2,drama,1972,女,27
黄正音,"杀了我治愈我 , ",2015,actor2,drama,1985,女,30
黄正音,她很漂亮  ,2015,actor1,drama,1985,女,30
姜河那,未生 ,2014,actor4,drama,1990,男,24
姜其永,金秘书为何那样   ,2018,actor4,drama,1983,男,35
姜其永,W-两个世界 W,2016,actor4,drama,1983,男,33
姜受延,女人天下 ,2001,actor1,drama,1966,女,35
姜素拉,Doctor异乡人  ,2014,actor4,drama,1990,女,24
姜素拉,未生 ,2014,actor3,drama,1990,女,24
金炳世,医道 ,1999,actor4,drama,1962,男,37
金材昱,玛丽外宿中  ,2010,actor3,drama,1983,男,27
金昌完,咖啡王子1号店 1,2007,actor5,drama,1954,男,53
金成钧,请回答1988  1988,2015,actor4,drama,1980,男,35
金成珉,人鱼小姐 ,2002,actor2,drama,1973,男,29
金承佑,情定大饭店 ,2001,actor4,drama,1969,男,32
金汎,花样男子  ,2009,actor4,drama,1989,男,20
金高银,孤单又灿烂的神：鬼怪  神 - ,2016,actor2,drama,1991,女,25
金高银,奶酪陷阱 ,2016,actor2,drama,1991,女,25
金光奎,梦幻情侣  ,2006,actor5,drama,1967,男,39
金圭丽,玻璃鞋 ,2002,actor4,drama,1979,女,23
金浩镇,黄手帕 ,2003,actor3,drama,1970,男,33
金荷娜,爱情正在直播 ,2008,actor2,drama,1978,女,30
金荷娜,奔向阳光 ,1999,actor3,drama,1978,女,21
金惠淑,新娘十八岁 18,2004,actor5,drama,1955,女,49
金惠秀,信号 ,2016,actor3,drama,1970,女,46
金甲洙,悲伤的诱惑 ,1999,actor2,drama,1957,男,42
金晶恩,夏娃的诱惑  ,2000,actor5,drama,1975,女,25
金晶恩,巴黎恋人 ,2004,actor1,drama,1975,女,29
金俊,花样男子  ,2009,actor3,drama,1984,男,25
金来沅,爱在哈佛   ,2004,actor1,drama,1981,男,23
金来沅,红豆女之恋   ,2002,actor3,drama,1981,男,21
金来沅,阁楼男女  ,2003,actor2,drama,1981,男,22
金玟,爱在哈佛   ,2004,actor3,drama,1973,女,31
金玟锡,今生是第一次   ,2017,actor5,drama,1990,男,27
金旼序,拥抱太阳的月亮   ,2012,actor5,drama,1984,女,28
金明洙,主君的太阳  ,2013,actor4,drama,1992,男,21
金南珠,迷雾 ,2018,actor1,drama,1971,女,47
金瑞亨,巴黎恋人 ,2004,actor5,drama,1976,女,28
金瑟祺,哦我的鬼神大人   ,2015,actor3,drama,1991,女,24
金莎朗,这该死的爱    ,2005,actor4,drama,1978,女,27
金莎朗,秘密花园  ,2010,actor4,drama,1978,女,32
金圣武,"三流之路 , ",2017,actor5,drama,1978,男,39
金圣洙,浪漫满屋 ,2004,actor3,drama,1973,男,31
金素妍,IRIS ,2009,actor4,drama,1980,女,29
金素妍,夏娃的诱惑  ,2000,actor4,drama,1980,女,20
金素妍,孪生兄妹  ,2000,actor2,drama,1980,女,20
金所泫,想你 ,2012,actor4,drama,1999,女,13
金所泫,听见你的声音   ,2013,actor4,drama,1999,女,14
金泰熙,我的公主  ,2011,actor2,drama,1980,女,31
金泰熙,爱在哈佛   ,2004,actor2,drama,1980,女,24
金泰熙,天国的阶梯  ,2003,actor2,drama,1980,女,23
金泰熙,IRIS ,2009,actor2,drama,1980,女,29
金锡勋,汉城奇缘 ,1999,actor2,drama,1972,男,27
金喜善,汉城奇缘 ,1999,actor1,drama,1977,女,22
金喜善,泡沫爱情  ,1999,actor2,drama,1977,女,22
金贤重,花样男子  ,2009,actor2,drama,1986,男,23
金贤珠,玻璃鞋 ,2002,actor1,drama,1978,女,24
金贤珠,奔向阳光 ,1999,actor2,drama,1978,女,21
金贤珠,商道 ,2001,actor2,drama,1978,女,23
金相中,汉城奇缘 ,1999,actor3,drama,1965,男,34
金孝珍,玛丽外宿中  ,2010,actor4,drama,1984,女,26
金秀贤,追梦高中  1,2011,actor1,drama,1988,男,23
金秀贤,拥抱太阳的月亮   ,2012,actor2,drama,1988,男,24
金秀贤,制作人 ,2015,actor1,drama,1988,男,27
金秀贤,来自星星的你   ,2013,actor1,drama,1988,男,25
金宣儿,我叫金三顺   ,2005,actor1,drama,1975,女,30
金义城,W-两个世界 W,2016,actor5,drama,1965,男,51
金英光,匹诺曹 ,2014,actor3,drama,1987,男,27
金英在,这该死的爱    ,2005,actor5,drama,1975,男,30
金有美,商道 ,2001,actor5,drama,1980,女,21
金釉利,"杀了我治愈我 , ",2015,actor4,drama,1984,女,31
金宇彬,"继承者们  ,    - ",2013,actor3,drama,1989,男,24
金元海,信号 ,2016,actor5,drama,1969,男,47
金载沅,美妙人生  ,2005,actor1,drama,1981,男,24
金载沅,红豆女之恋   ,2002,actor2,drama,1981,男,21
金真,汉城奇缘 ,1999,actor5,drama,NA,女,NA
金桢勋,魔女柔熙 ,2007,actor3,drama,1980,男,27
金桢勋,宫 ,2006,actor3,drama,1980,男,26
金镇宇,仁显王后的男人  ,2012,actor3,drama,1983,男,29
金芝荷,玻璃鞋 ,2002,actor2,drama,1974,女,28
金知硕,个人取向  ,2010,actor5,drama,1981,男,29
金智秀,乞丐王子  ,2000,actor4,drama,1972,女,28
金智英,汉城奇缘 ,1999,actor4,drama,1974,女,25
金智媛,"三流之路 , ",2017,actor2,drama,1992,女,25
金智媛,太阳的后裔  ,2016,actor3,drama,1992,女,24
金钟国,制作人 ,2015,actor5,drama,1976,男,39
金子玉,我叫金三顺   ,2005,actor5,drama,1951,女,54
晋久,太阳的后裔  ,2016,actor4,drama,1980,男,36
具荷拉,城市猎人 ,2011,actor4,drama,1991,女,20
具惠善,花样男子  ,2009,actor5,drama,1984,女,25
柯得熙,仁显王后的男人  ,2012,actor4,drama,1984,女,28
孔炯轸,达子的春天  ,2007,actor5,drama,1972,男,35
孔晓振,主君的太阳  ,2013,actor2,drama,1980,女,33
孔晓振,制作人 ,2015,actor3,drama,1980,女,35
孔晓振,谢谢 ,2007,actor1,drama,1980,女,27
孔晓振,最佳爱情  ,2011,actor2,drama,1980,女,31
孔晓振,没关系，是爱情啊  ,2014,actor1,drama,1980,女,34
孔侑,孤单又灿烂的神：鬼怪  神 - ,2016,actor1,drama,1979,男,37
孔侑,咖啡王子1号店 1,2007,actor2,drama,1979,男,28
李宝英,听见你的声音   ,2013,actor2,drama,1979,女,34
李秉宪,美丽的日子  ,2001,actor1,drama,1970,男,31
李秉宪,IRIS ,2009,actor1,drama,1970,男,39
李成俊,太阳的后裔  ,2016,actor5,drama,1973,男,43
李成俊,九回时间旅行 :   ,2013,actor4,drama,1973,男,40
李帝勋,信号 ,2016,actor1,drama,1984,男,32
李东健,巴黎恋人 ,2004,actor3,drama,1980,男,24
李东健,新娘十八岁 18,2004,actor1,drama,1980,男,24
李栋旭,我的女孩 ,2005,actor1,drama,1981,男,24
李栋旭,孤单又灿烂的神：鬼怪  神 - ,2016,actor3,drama,1981,男,35
李多海,新娘十八岁 18,2004,actor3,drama,1984,女,20
李多海,我的女孩 ,2005,actor2,drama,1984,女,21
李多喜,听见你的声音   ,2013,actor5,drama,1985,女,28
李凡秀,爱情正在直播 ,2008,actor1,drama,1969,男,39
李光洙,没关系，是爱情啊  ,2014,actor4,drama,1985,男,29
李光洙,Live ,2018,actor2,drama,1985,男,33
李浩沅,请回答1997 1997,2012,actor5,drama,1991,男,21
李亨哲,爱情正在直播 ,2008,actor5,drama,1971,男,37
李弘基,原来是美男啊 ,2009,actor4,drama,1990,男,19
李惠银,冬日恋歌 ,2002,actor5,drama,1973,女,29
李慧英,达子的春天  ,2007,actor4,drama,1962,女,45
李己雨,这该死的爱    ,2005,actor3,drama,1981,男,24
李璟荣,火花 ,2000,actor3,drama,1960,男,40
李俊赫,城市猎人 ,2011,actor3,drama,1984,男,27
李俊赫,秘密森林  ,2017,actor3,drama,1984,男,33
李美淑,悲伤的诱惑 ,1999,actor3,drama,1960,女,39
李民基,今生是第一次   ,2017,actor1,drama,1985,男,32
李民基,达子的春天  ,2007,actor2,drama,1985,男,22
李敏镐,城市猎人 ,2011,actor1,drama,1987,男,24
李敏镐,个人取向  ,2010,actor1,drama,1987,男,23
李敏镐,花样男子  ,2009,actor1,drama,1987,男,22
李敏镐,"继承者们  ,    - ",2013,actor1,drama,1987,男,26
李敏豪,屋塔房王世子  ,2012,actor5,drama,1993,男,19
李日花,请回答1988  1988,2015,actor2,drama,1971,女,44
李善均,咖啡王子1号店 1,2007,actor3,drama,1975,男,32
李善均,我的大叔  ,2018,actor2,drama,1975,男,43
李昇基,我的女友是九尾狐   ,2010,actor1,drama,1987,男,23
李昇基,灿烂的遗产  ,2009,actor2,drama,1987,男,22
李圣经,奶酪陷阱 ,2016,actor5,drama,1990,女,26
李顺载,商道 ,2001,actor3,drama,1934,男,67
李顺载,我的公主  ,2011,actor5,drama,1934,男,77
李顺载,搞笑一家人  !,2006,actor1,drama,1934,男,72
李顺载,新娘十八岁 18,2004,actor4,drama,1934,男,70
李顺载,医道 ,1999,actor3,drama,1934,男,65
李泰成,屋塔房王世子  ,2012,actor3,drama,1985,男,27
李泰焕,金秘书为何那样   ,2018,actor3,drama,1995,男,23
李泰兰,传闻中的七公主  ,2006,actor1,drama,1975,女,31
李泰兰,黄手帕 ,2003,actor2,drama,1975,女,28
李廷镇,爱在哈佛   ,2004,actor4,drama,1978,男,26
李文植,一枝梅 ,2008,actor5,drama,1967,男,41
李贤宇,达子的春天  ,2007,actor3,drama,1966,男,41
李贤宇,阁楼男女  ,2003,actor4,drama,1966,男,37
李相烨,当你沉睡时   ,2017,actor3,drama,1983,男,34
李星民,梦幻情侣  ,2006,actor4,drama,1968,男,38
李星民,未生 ,2014,actor2,drama,1968,男,46
李星民,家门的荣光  ,2008,actor3,drama,1968,男,40
李絮,今生是第一次   ,2017,actor4,drama,1990,女,27
李枖原,49日 49,2011,actor4,drama,1980,女,31
李英爱,火花 ,2000,actor2,drama,1971,女,29
李英爱,大长今 ,2003,actor1,drama,1971,女,32
李英恩,浪漫满屋 ,2004,actor5,drama,1982,女,22
李英雅,一枝梅 ,2008,actor3,drama,1984,女,24
李侑菲,匹诺曹 ,2014,actor4,drama,1990,女,24
李在恩,人鱼小姐 ,2002,actor5,drama,1980,女,22
李在龙,商道 ,2001,actor1,drama,1964,男,37
李贞贤,美丽的日子  ,2001,actor4,drama,1980,女,21
李阵郁,九回时间旅行 :   ,2013,actor1,drama,1981,男,32
李知恩,我的大叔  ,2018,actor1,drama,1993,女,25
李知恩,制作人 ,2015,actor4,drama,1993,女,22
李智勋,美妙人生  ,2005,actor3,drama,1979,男,26
李钟硕,听见你的声音   ,2013,actor1,drama,1989,男,24
李钟硕,Doctor异乡人  ,2014,actor1,drama,1989,男,25
李钟硕,W-两个世界 W,2016,actor1,drama,1989,男,27
李钟硕,当你沉睡时   ,2017,actor1,drama,1989,男,28
李钟硕,匹诺曹 ,2014,actor1,drama,1989,男,25
李周贤,乞丐王子  ,2000,actor3,drama,NA,男,NA
李珠英,经常请吃饭的漂亮姐姐     ,2018,actor3,drama,1992,女,26
李准基,一枝梅 ,2008,actor1,drama,1982,男,26
李准基,狗和狼的时间   ,2007,actor1,drama,1982,男,25
李准基,我的女孩 ,2005,actor3,drama,1982,男,23
梁益准,没关系，是爱情啊  ,2014,actor5,drama,1975,男,39
林华映,机智牢房生活  ,2017,actor4,drama,1984,女,33
林秀晶,对不起，我爱你  ,2004,actor2,drama,1979,女,25
林周焕,哦我的鬼神大人   ,2015,actor5,drama,1982,男,33
林周焕,雪之女王  ,2006,actor5,drama,1982,男,24
刘俊相,泡沫爱情  ,1999,actor4,drama,1969,男,30
刘仁娜,秘密花园  ,2010,actor5,drama,1982,女,28
刘仁娜,仁显王后的男人  ,2012,actor1,drama,1982,女,30
刘仁娜,孤单又灿烂的神：鬼怪  神 - ,2016,actor4,drama,1982,女,34
刘仁娜,来自星星的你   ,2013,actor4,drama,1982,女,31
刘仁娜,最佳爱情  ,2011,actor4,drama,1982,女,29
刘仁英,雪之女王  ,2006,actor3,drama,1984,女,22
刘亚仁,成均馆绯闻 ,2010,actor3,drama,1986,男,24
刘智泰,治愈者 ,2014,actor3,drama,1976,男,38
柳时元,美丽的日子  ,2001,actor3,drama,1972,男,29
柳秀荣,明朗少女成功记  ,2002,actor4,drama,1979,男,23
柳秀荣,我的公主  ,2011,actor4,drama,1979,男,32
柳真,美妙人生  ,2005,actor2,drama,1981,女,24
柳镇,夏日香气 ,2003,actor3,drama,1972,男,31
柳镇,生命花,2001,actor3,drama,1972,男,29
鲁敏宇,我的女友是九尾狐   ,2010,actor3,drama,1986,男,24
陆星材,孤单又灿烂的神：鬼怪  神 - ,2016,actor5,drama,1995,男,21
罗美兰,请回答1988  1988,2015,actor3,drama,1975,女,40
罗文姬,搞笑一家人  !,2006,actor2,drama,1941,女,65
吕珍九,想你 ,2012,actor3,drama,1997,男,15
南宝拉,拥抱太阳的月亮   ,2012,actor4,drama,1989,女,23
南奎丽,49日 49,2011,actor2,drama,1985,女,26
南相美,狗和狼的时间   ,2007,actor2,drama,1984,女,23
南柱赫,奶酪陷阱 ,2016,actor4,drama,1994,男,22
裴斗娜,秘密森林  ,2017,actor2,drama,1979,女,38
裴瑟琪,最佳爱情  ,2011,actor5,drama,1986,女,25
裴晟祐,Live ,2018,actor3,drama,1972,男,46
裴秀彬,49日 49,2011,actor5,drama,1976,男,35
裴秀彬,灿烂的遗产  ,2009,actor4,drama,1976,男,33
裴秀彬,风之画员  ,2008,actor5,drama,1976,男,32
裴秀智,当你沉睡时   ,2017,actor2,drama,1994,女,23
裴秀智,追梦高中  1,2011,actor4,drama,1994,女,17
裴勇俊,冬日恋歌 ,2002,actor1,drama,1972,男,30
裴勇俊,情定大饭店 ,2001,actor1,drama,1972,男,29
裴宗玉,Live ,2018,actor5,drama,1964,女,54
裴宗玉,他们生活的世界   ,2008,actor4,drama,1964,女,44
朴宝英,哦我的鬼神大人   ,2015,actor1,drama,1990,女,25
朴宝英,魔女柔熙 ,2007,actor5,drama,1990,女,17
朴秉恩,今生是第一次   ,2017,actor3,drama,1977,男,40
朴海美,搞笑一家人  !,2006,actor5,drama,1965,女,41
朴海秀,机智牢房生活  ,2017,actor1,drama,1981,男,36
朴海镇,来自星星的你   ,2013,actor3,drama,1983,男,30
朴海镇,奶酪陷阱 ,2016,actor1,drama,1983,男,33
朴海镇,Doctor异乡人  ,2014,actor3,drama,1983,男,31
朴海镇,传闻中的七公主  ,2006,actor5,drama,1983,男,23
朴寒星,梦幻情侣  ,2006,actor3,drama,1984,女,22
朴龙河,冬日恋歌 ,2002,actor3,drama,1977,男,25
朴龙河,爱情正在直播 ,2008,actor4,drama,1977,男,31
朴率美,冬日恋歌 ,2002,actor4,drama,1978,女,24
朴敏英,金秘书为何那样   ,2018,actor2,drama,1986,女,32
朴敏英,城市猎人 ,2011,actor2,drama,1986,女,25
朴敏英,治愈者 ,2014,actor2,drama,1986,女,28
朴敏英,成均馆绯闻 ,2010,actor2,drama,1986,女,24
朴诗恩,豪杰春香 ,2005,actor4,drama,1980,女,25
朴诗妍,我的女孩 ,2005,actor4,drama,1979,女,26
朴施厚,家门的荣光  ,2008,actor1,drama,1978,男,30
朴施厚,一枝梅 ,2008,actor4,drama,1978,男,30
朴孝敏,我的女友是九尾狐   ,2010,actor4,drama,1989,女,21
朴信惠,匹诺曹 ,2014,actor2,drama,1990,女,24
朴信惠,原来是美男啊 ,2009,actor2,drama,1990,女,19
朴信惠,"继承者们  ,    - ",2013,actor2,drama,1990,女,23
朴信阳,巴黎恋人 ,2004,actor2,drama,1968,男,36
朴信阳,风之画员  ,2008,actor2,drama,1968,男,40
朴秀珍,我的女友是九尾狐   ,2010,actor5,drama,1985,女,25
朴叙俊,"三流之路 , ",2017,actor1,drama,1988,男,29
朴叙俊,金秘书为何那样   ,2018,actor1,drama,1988,男,30
朴叙俊,"杀了我治愈我 , ",2015,actor3,drama,1988,男,27
朴叙俊,她很漂亮  ,2015,actor2,drama,1988,男,27
朴艺珍,我的公主  ,2011,actor3,drama,1981,女,30
朴有焕,她很漂亮  ,2015,actor5,drama,1991,男,24
朴有天,成均馆绯闻 ,2010,actor1,drama,1986,男,24
朴有天,屋塔房王世子  ,2012,actor1,drama,1986,男,26
朴有天,想你 ,2012,actor1,drama,1986,男,26
朴真熙,生命花,2001,actor1,drama,1978,女,23
朴镇宇,秘密森林  ,2017,actor5,drama,1973,男,44
钱忍和,女人天下 ,2001,actor2,drama,1965,女,36
秋瓷炫,明朗少女成功记  ,2002,actor5,drama,1979,女,23
秋相美,黄手帕 ,2003,actor4,drama,1973,女,30
权相宇,天国的阶梯  ,2003,actor3,drama,1976,男,27
全光烈,医道 ,1999,actor1,drama,1960,男,39
全慧珍,迷雾 ,2018,actor4,drama,1976,女,42
全慧珍,迷雾 ,2018,actor4,drama,1988,女,30
全慧珍,家门的荣光  ,2008,actor4,drama,1976,女,32
全慧珍,家门的荣光  ,2008,actor4,drama,1988,女,20
全卢民,九回时间旅行 :   ,2013,actor3,drama,1966,男,47
全智贤,来自星星的你   ,2013,actor2,drama,1981,女,32
任兌卿,迷雾 ,2018,actor5,drama,1973,男,45
任豪,大长今 ,2003,actor3,drama,1970,男,33
任瑟雍,个人取向  ,2010,actor3,drama,1987,男,23
任时完,未生 ,2014,actor1,drama,1988,男,26
申成禄,谢谢 ,2007,actor4,drama,1982,男,25
申惠善,秘密森林  ,2017,actor4,drama,1989,女,28
申久,家门的荣光  ,2008,actor5,drama,1936,男,72
申久,谢谢 ,2007,actor5,drama,1936,男,71
申敏儿,我的女友是九尾狐   ,2010,actor2,drama,1984,女,26
申敏儿,这该死的爱    ,2005,actor2,drama,1984,女,21
申素率,请回答1997 1997,2012,actor3,drama,1985,女,27
申贤俊,天国的阶梯  ,2003,actor4,drama,1968,男,35
申智秀,传闻中的七公主  ,2006,actor3,drama,1985,女,21
沈利煐,玛丽外宿中  ,2010,actor5,drama,1980,女,30
宋承宪,我的公主  ,2011,actor1,drama,1976,男,35
宋承宪,夏日香气 ,2003,actor1,drama,1976,男,27
宋承宪,蓝色生死恋 ,2000,actor1,drama,1976,男,24
宋慧乔,蓝色生死恋 ,2000,actor2,drama,1981,女,19
宋慧乔,情定大饭店 ,2001,actor2,drama,1981,女,20
宋慧乔,浪漫满屋 ,2004,actor1,drama,1981,女,23
宋慧乔,太阳的后裔  ,2016,actor1,drama,1981,女,35
宋慧乔,他们生活的世界   ,2008,actor2,drama,1981,女,27
宋诗曦,我的大叔  ,2018,actor4,drama,1979,男,39
宋昰昀,"三流之路 , ",2017,actor4,drama,1986,女,31
宋允儿,爱情正在直播 ,2008,actor3,drama,1973,女,35
宋允儿,情定大饭店 ,2001,actor3,drama,1973,女,28
宋智孝,宫 ,2006,actor4,drama,1981,女,25
宋仲基,成均馆绯闻 ,2010,actor4,drama,1985,男,25
宋仲基,太阳的后裔  ,2016,actor2,drama,1985,男,31
苏志燮,对不起，我爱你  ,2004,actor1,drama,1977,男,27
苏志燮,玻璃鞋 ,2002,actor5,drama,1977,男,25
苏志燮,主君的太阳  ,2013,actor1,drama,1977,男,36
孙艺珍,夏日香气 ,2003,actor2,drama,1982,女,21
