actor,name,year,variable,type,BirthYear,gender,age
宋康昊,汉江怪物 ,2006,actor1,movie,1967,男,39
宋康昊,杀人回忆  ,2003,actor1,movie,1967,男,36
宋康昊,密阳 ,2007,actor2,movie,1967,男,40
宋康昊,生死谍变 ,1999,actor3,movie,1967,男,32
宋康昊,辩护人 ,2013,actor1,movie,1967,男,46
宋康昊,我要复仇   ,2002,actor1,movie,1967,男,35
宋昰昀,宝贝和我  ,2008,actor4,movie,1986,女,22
宋永彰,那家伙的声音  ,2007,actor5,movie,1957,男,50
宋在浩,杀人回忆  ,2003,actor4,movie,1939,男,64
宋在浩,我爱你  ,2011,actor1,movie,1939,男,72
宋智孝,我爱你  ,2011,actor5,movie,1981,女,30
宋仲基,狼少年 ,2012,actor1,movie,1985,男,27
宋仲基,军舰岛 ,2017,actor3,movie,1985,男,32
苏志燮,军舰岛 ,2017,actor2,movie,1977,男,40
苏志燮,只有你  ,2011,actor1,movie,1977,男,34
苏志燮,现在去见你   ,2018,actor1,movie,1977,男,41
孙秉浩,率性而活  ,2007,actor2,movie,1962,男,45
孙贤周,隐秘而伟大  ,2013,actor5,movie,1965,男,48
孙艺珍,白夜行  :    ,2009,actor1,movie,1982,女,27
孙艺珍,我脑中的橡皮擦    ,2004,actor2,movie,1982,女,22
孙艺珍,现在去见你   ,2018,actor2,movie,1982,女,36
孙艺珍,向左爱·向右爱 ,2002,actor2,movie,1982,女,20
孙艺珍,假如爱有天意 ,2003,actor1,movie,1982,女,21
孙云恩,考死：血之期中考试  :  ,2008,actor5,movie,1983,女,25
童孝熙,爱·回家 ...,2002,actor3,movie,NA,NA,NA
王晳铉,非常主播 ,2008,actor3,movie,2003,男,5
魏河俊,昆池岩 ,2018,actor1,movie,1991,男,27
温宙完,人间中毒 ,2014,actor4,movie,1983,男,31
文成根,处女心经 ! ,2000,actor2,movie,1953,男,47
文根英,"蔷花，红莲 , ",2003,actor2,movie,1987,女,16
文根英,思悼 ,2015,actor3,movie,1987,女,28
文梅森,宝贝和我  ,2008,actor2,movie,2007,男,1
文素丽,绿洲 ,2002,actor2,movie,1974,女,28
文素丽,薄荷糖 ,1999,actor2,movie,1974,女,25
文艺媛,昆池岩 ,2018,actor4,movie,1991,女,27
吴达洙,老男孩 ,2003,actor5,movie,1968,男,35
吴达洙,暗杀 ,2015,actor4,movie,1968,男,47
吴达洙,亲切的金子  ,2005,actor4,movie,1968,男,37
吴达洙,老手 ,2015,actor4,movie,1968,男,47
吴达洙,辩护人 ,2013,actor2,movie,1968,男,45
吴达洙,隧道 ,2016,actor2,movie,1968,男,48
吴达洙,7号房的礼物 7 ,2013,actor5,movie,1968,男,45
吴达洙,国际市场 ,2014,actor3,movie,1968,男,46
吴光禄,宝贝和我  ,2008,actor3,movie,1962,男,46
吴龙,撒玛利亚女孩 ,2004,actor5,movie,1980,男,24
吴龙,撒玛利亚女孩 ,2004,actor5,movie,1973,男,31
吴雅妍,昆池岩 ,2018,actor3,movie,1992,女,26
吴永洙,春夏秋冬又一春      ,2003,actor1,movie,1944,男,59
伍基洪,圣殇 ,2012,actor3,movie,1973,男,39
鲜正烨,密阳 ,2007,actor5,movie,NA,男,NA
徐情,薄荷糖 ,1999,actor4,movie,1972,女,27
徐泰和,朋友 ,2001,actor3,movie,1967,男,34
徐英姬,金福南杀人事件始末   ,2010,actor1,movie,1980,女,30
徐英姬,追击者 ,2008,actor3,movie,1980,女,28
徐在京,春夏秋冬又一春      ,2003,actor4,movie,1982,男,21
徐智锡,弓 ,2005,actor3,movie,1981,男,24
玄彬,晚秋 ,2010,actor2,movie,1982,男,28
薛耿求,薄荷糖 ,1999,actor1,movie,1968,男,31
薛耿求,绿洲 ,2002,actor1,movie,1968,男,34
薛耿求,那家伙的声音  ,2007,actor1,movie,1968,男,39
薛耿求,素媛 ,2013,actor1,movie,1968,男,45
严泰雄,建筑学概论  ,2012,actor2,movie,1974,男,38
严志媛,素媛 ,2013,actor2,movie,1977,女,36
杨东根,收件人不详 ,2001,actor1,movie,1979,男,22
杨镇宇,七天 ,2007,actor5,movie,1979,男,28
尹恩惠,我的黑色小礼服   ,2011,actor1,movie,1984,女,27
尹晶喜,考死：血之期中考试  :  ,2008,actor4,movie,1980,女,28
尹汝贞,季春奶奶 ,2016,actor1,movie,1947,女,69
尹秀晶,我爱你  ,2011,actor3,movie,1944,女,67
尹宰文,母亲 ,2009,actor4,movie,1970,男,39
尹智慧,青春 ,2000,actor5,movie,1979,女,21
俞承豪,爱·回家 ...,2002,actor2,movie,1993,男,9
元斌,太极旗飘扬  ,2004,actor2,movie,1977,男,27
元斌,母亲 ,2009,actor2,movie,1977,男,32
元斌,孤胆特工 ,2010,actor1,movie,1977,男,33
在熙,空房间 ,2004,actor1,movie,1980,男,24
张东健,朋友 ,2001,actor1,movie,1972,男,29
张东健,太极旗飘扬  ,2004,actor1,movie,1972,男,32
张根硕,宝贝和我  ,2008,actor1,movie,1987,男,21
张恒善,王的男人 ,2005,actor5,movie,1947,男,58
张荣男,特工强档 7 ,2009,actor3,movie,1973,女,36
张荣男,国际市场 ,2014,actor4,movie,1973,女,41
张荣男,狼少年 ,2012,actor4,movie,1973,女,39
张荣男,开心家族  ,2010,actor3,movie,1973,女,37
赵成夏,只有你  ,2011,actor3,movie,1966,男,45
赵敏修,圣殇 ,2012,actor2,movie,1965,女,47
赵汝贞,人间中毒 ,2014,actor3,movie,1981,女,33
赵寅成,王者  ,2017,actor1,movie,1981,男,36
赵寅成,卑劣的街头  ,2006,actor1,movie,1981,男,25
赵寅成,假如爱有天意 ,2003,actor3,movie,1981,男,22
赵勇进,密阳 ,2007,actor3,movie,1962,男,45
赵宰贤,收件人不详 ,2001,actor5,movie,1965,男,36
赵震雄,小姐 ,2016,actor4,movie,1976,男,40
赵震雄,鸣梁海战 ,2014,actor3,movie,1976,男,38
赵震雄,特工 ,2018,actor3,movie,1976,男,42
赵震雄,暗杀 ,2015,actor5,movie,1976,男,39
赵震雄,走到尽头  ,2014,actor2,movie,1976,男,38
郑爱延,比悲伤更悲伤的故事    ,2009,actor4,movie,1982,女,27
郑宝石,处女心经 ! ,2000,actor4,movie,1962,男,38
郑多彬,那小子真帅  ,2004,actor2,movie,1980,女,24
郑多彬,那小子真帅  ,2004,actor2,movie,2000,女,4
郑丽媛,金氏漂流记  ,2009,actor2,movie,1981,女,28
郑满植,走到尽头  ,2014,actor3,movie,1974,男,40
郑满植,黄海 ,2010,actor3,movie,1974,男,36
郑满植,老手 ,2015,actor5,movie,1974,男,41
郑仁基,撒玛利亚女孩 ,2004,actor4,movie,1967,男,37
郑仁基,追击者 ,2008,actor5,movie,1967,男,41
郑仁絮,熔炉 ,2011,actor5,movie,NA,女,NA
郑有美,熔炉 ,2011,actor2,movie,1983,女,28
郑有美,釜山行 ,2016,actor2,movie,1983,女,33
郑雨盛,铁雨 ,2017,actor1,movie,1973,男,44
郑雨盛,我脑中的橡皮擦    ,2004,actor1,movie,1973,男,31
郑雨盛,王者  ,2017,actor2,movie,1973,男,44
郑雨盛,悲伤电影 ,2005,actor1,movie,1973,男,32
郑雨盛,雏菊 ,2006,actor2,movie,1973,男,33
郑在咏,欢迎来到东莫村   ,2005,actor2,movie,1970,男,35
郑在咏,金氏漂流记  ,2009,actor1,movie,1970,男,39
郑在咏,率性而活  ,2007,actor1,movie,1970,男,37
郑真英,奇怪的她  ,2014,actor5,movie,1991,男,23
郑镇荣,王的男人 ,2005,actor3,movie,1964,男,41
郑镇荣,7号房的礼物 7 ,2013,actor3,movie,1964,男,49
郑镇荣,国际市场 ,2014,actor5,movie,1964,男,50
朱多英,白夜行  :    ,2009,actor5,movie,1995,女,14
朱铉,朋友 ,2001,actor5,movie,1941,男,60
朱镇模,丑女大翻身  ,2006,actor2,movie,1974,男,32
朱智勋,与神同行2：因与缘 - ,2018,actor2,movie,1982,男,36
朱智勋,奸臣 ,2015,actor1,movie,1982,男,33
朱智勋,与神同行：罪与罚 - ,2017,actor3,movie,1982,男,35
朱智勋,特工 ,2018,actor4,movie,1982,男,36
