actor,name,year,variable,type,BirthYear,gender,age
安妮·海瑟薇,公主日记 The Princess Diaries,2001,actor1,movie,1982,女,19
奥克塔维亚·斯宾瑟,水形物语 The Shape of Water,2017,actor5,movie,1972,女,45
奥兰多·布鲁姆,指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,2002,actor5,movie,1977,男,25
奥兰多·布鲁姆,加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,2003,actor3,movie,1977,男,26
奥兰多·布鲁姆,加勒比海盗2：聚魂棺 Pirates of the Caribbean: Dead Man's Chest,2006,actor2,movie,1977,男,29
奥利维亚·库克,头号玩家 Ready Player One,2018,actor2,movie,1993,女,25
奥利维亚·王尔德,她 Her,2013,actor5,movie,1984,女,29
保罗·贝坦尼,美丽心灵 A Beautiful Mind,2001,actor5,movie,1971,男,30
保罗·路德,蚁人2：黄蜂女现身 Ant-Man and the Wasp,2018,actor1,movie,1969,男,49
本·门德尔森,头号玩家 Ready Player One,2018,actor3,movie,1969,男,49
比尔·奈伊,加勒比海盗2：聚魂棺 Pirates of the Caribbean: Dead Man's Chest,2006,actor5,movie,1949,男,57
波伊德·霍布鲁克,金刚狼3：殊死一战 Logan,2017,actor4,movie,1981,男,36
布莱德利·库珀,银河护卫队 Guardians of the Galaxy,2014,actor3,movie,1975,男,39
布莱德利·库珀,他其实没那么喜欢你,2009,actor4,movie,1975,男,34
布莱恩·H.德里克,荒野生存 Into the Wild,2007,actor5,movie,NA,男,NA
查理兹·塞隆,速度与激情8 The Fate of the Furious,2017,actor3,movie,1975,女,42
达芙妮·基恩,金刚狼3：殊死一战 Logan,2017,actor3,movie,2005,女,12
达拉斯·罗伯特斯,达拉斯买家俱乐部 Dallas Buyers Club,2013,actor5,movie,1970,男,43
大卫·卡拉丁,杀死比尔 Kill Bill: Vol. 1,2003,actor5,movie,1936,男,67
戴夫·巴蒂斯塔,银河护卫队 Guardians of the Galaxy,2014,actor5,movie,1969,男,45
丹尼·格洛弗,2012,2009,actor5,movie,1946,男,63
丹尼尔·洛巴克,死神来了 Final Destination,2000,actor5,movie,1963,男,37
迭戈·卢纳,幸福终点站 The Terminal,2004,actor5,movie,1979,男,25
渡边谦,盗梦空间 Inception,2010,actor5,movie,1959,男,51
多姆纳尔·格里森,荒野猎人 The Revenant,2015,actor3,movie,1983,男,32
法尔杜特·夏尔马,地心引力 Gravity,2013,actor5,movie,NA,男,NA
范·迪塞尔,比利·林恩的中场战事 Billy Lynn's Long Halftime Walk,2016,actor4,movie,1967,男,49
范·迪塞尔,速度与激情7 Furious 7,2015,actor1,movie,1967,男,48
范·迪塞尔,速度与激情8 The Fate of the Furious,2017,actor1,movie,1967,男,50
范·迪塞尔,银河护卫队 Guardians of the Galaxy,2014,actor4,movie,1967,男,47
芬·维特洛克,爱乐之城 La La Land,2016,actor5,movie,1984,男,32
弗兰西斯·麦克多蒙德,"三块广告牌 Three Billboards Outside Ebbing, Missouri",2017,actor1,movie,1957,女,60
福勒斯特·古德勒克,荒野猎人 The Revenant,2015,actor5,movie,1998,男,17
格洛丽亚·福斯特,黑客帝国 The Matrix,1999,actor5,movie,1933,女,66
海伦娜·伯翰·卡特,大鱼 Big Fish,2003,actor5,movie,1966,女,37
海伦娜·伯翰·卡特,搏击俱乐部 Fight Club,1999,actor3,movie,1966,女,33
海伦娜·伯翰·卡特,查理和巧克力工厂 Charlie and the Chocolate Factory,2005,actor3,movie,1966,女,39
海伦娜·伯翰·卡特,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,2011,actor4,movie,1966,女,45
汉娜·乔恩-卡门,蚁人2：黄蜂女现身 Ant-Man and the Wasp,2018,actor4,movie,1989,女,29
亨利·卡维尔,碟中谍6：全面瓦解 Mission: Impossible - Fallout,2018,actor2,movie,1983,男,35
杰夫·丹尼尔斯,火星救援 The Martian,2015,actor4,movie,1955,男,60
杰克·达文波特,加勒比海盗2：聚魂棺 Pirates of the Caribbean: Dead Man's Chest,2006,actor4,movie,1973,男,33
杰克·达文波特,加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,2003,actor5,movie,1973,男,30
杰瑞德·莱托,达拉斯买家俱乐部 Dallas Buyers Club,2013,actor3,movie,1971,男,42
杰瑞德·莱托,梦之安魂曲 Requiem for a Dream,2000,actor2,movie,1971,男,29
杰瑞德·莱托,战争之王 Lord of War,2005,actor3,movie,1971,男,34
杰瑞米·雷纳,碟中谍4 Mission: Impossible - Ghost Protocol,2011,actor2,movie,1971,男,40
杰瑞米·雷纳,复仇者联盟 The Avengers,2012,actor5,movie,1971,男,41
杰森·斯坦森,速度与激情7 Furious 7,2015,actor3,movie,1967,男,48
杰森·斯坦森,速度与激情8 The Fate of the Furious,2017,actor4,movie,1967,男,50
杰森·斯坦森,巨齿鲨 The Meg,2018,actor1,movie,1967,男,51
杰西卡·查斯坦,火星救援 The Martian,2015,actor2,movie,1977,女,38
杰西卡·查斯坦,星际穿越 Interstellar,2014,actor3,movie,1977,女,37
杰伊·桑德斯,后天 The Day After Tomorrow,2004,actor5,movie,1953,男,51
凯尔·钱德勒,海边的曼彻斯特 Manchester by the Sea,2016,actor5,movie,1965,男,51
凯丽·华盛顿,被解救的姜戈 Django Unchained,2012,actor5,movie,1977,女,35
凯丽·华盛顿,史密斯夫妇 Mr. & Mrs. Smith,2005,actor5,movie,1977,女,28
凯特·玛拉,断背山 Brokeback Mountain,2005,actor5,movie,1983,女,22
凯文·史派西,美国丽人 American Beauty,1999,actor1,movie,1959,男,40
克里·杜瓦尔,致命ID Identity,2003,actor5,movie,1977,女,26
克里夫·罗伯逊,蜘蛛侠 Spider-Man,2002,actor5,movie,1923,男,79
克里斯·埃文斯,复仇者联盟3：无限战争 Avengers: Infinity War,2018,actor3,movie,1981,男,37
克里斯·埃文斯,复仇者联盟 The Avengers,2012,actor2,movie,1981,男,31
克里斯·埃文斯,复仇者联盟2：奥创纪元 Avengers: Age of Ultron,2015,actor4,movie,1981,男,34
克里斯汀·斯图尔特,暮光之城 Twilight,2008,actor1,movie,1990,女,18
克里斯汀·斯图尔特,比利·林恩的中场战事 Billy Lynn's Long Halftime Walk,2016,actor3,movie,1990,女,26
克里斯汀·韦格,火星救援 The Martian,2015,actor3,movie,1973,女,42
克里斯托弗·麦克唐纳,梦之安魂曲 Requiem for a Dream,2000,actor5,movie,1955,男,45
克里斯托弗·沃尔兹,被解救的姜戈 Django Unchained,2012,actor3,movie,1956,男,56
拉尔夫·费因斯,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,2011,actor5,movie,1962,男,49
拉尔夫·费因斯,布达佩斯大饭店 The Grand Budapest Hotel,2014,actor1,movie,1962,男,52
拉尔夫·费因斯,朗读者 The Reader,2008,actor3,movie,1962,男,46
拉菲·斯波,少年派的奇幻漂流 Life of Pi,2012,actor3,movie,1983,男,29
拉菲·斯波,一天 One Day,2011,actor5,movie,1983,男,28
拉塞尔·皮特斯,源代码 Source Code,2011,actor5,movie,1970,男,41
拉什·费加,记忆碎片 Memento,2000,actor5,movie,NA,男,NA
莱丝莉·比伯,钢铁侠 Iron Man,2008,actor5,movie,1974,女,34
朗·普尔曼,环太平洋 Pacific Rim,2013,actor5,movie,1950,男,63
雷恩·威尔森,巨齿鲨 The Meg,2018,actor3,movie,1966,男,52
李冰冰,巨齿鲨 The Meg,2018,actor2,movie,1973,女,45
李淳,比利·林恩的中场战事 Billy Lynn's Long Halftime Walk,2016,actor5,movie,1990,男,26
理查德·格雷弗斯,哈利·波特与密室 Harry Potter and the Chamber of Secrets,2002,actor5,movie,1947,男,55
理查德·詹金斯,水形物语 The Shape of Water,2017,actor4,movie,1947,男,70
丽贝卡·弗格森,碟中谍6：全面瓦解 Mission: Impossible - Fallout,2018,actor5,movie,1983,女,35
丽娜·维特,头号玩家 Ready Player One,2018,actor5,movie,1984,女,34
刘玉玲,超脱 Detachment,2011,actor5,movie,1968,女,43
刘玉玲,杀死比尔 Kill Bill: Vol. 1,2003,actor2,movie,1968,女,35
卢卡斯·赫奇斯,"三块广告牌 Three Billboards Outside Ebbing, Missouri",2017,actor5,movie,1996,男,21
卢卡斯·赫奇斯,海边的曼彻斯特 Manchester by the Sea,2016,actor2,movie,1996,男,20
卢克·布雷西,血战钢锯岭 Hacksaw Ridge,2016,actor5,movie,1989,男,27
鲁比·罗丝,巨齿鲨 The Meg,2018,actor4,movie,1986,女,32
罗宾·怀特,银翼杀手2049 Blade Runner 2049,2017,actor5,movie,1966,女,51
罗丝玛丽·德薇特,爱乐之城 La La Land,2016,actor4,movie,1974,女,42
马克·里朗斯,头号玩家 Ready Player One,2018,actor4,movie,1960,男,58
马克·鲁弗洛,复仇者联盟3：无限战争 Avengers: Infinity War,2018,actor4,movie,1967,男,51
马克·鲁弗洛,禁闭岛 Shutter Island,2010,actor2,movie,1967,男,43
马克·鲁弗洛,复仇者联盟2：奥创纪元 Avengers: Age of Ultron,2015,actor3,movie,1967,男,48
马克·鲁弗洛,惊天魔盗团 Now You See Me,2013,actor5,movie,1967,男,46
马修·格雷·古柏勒,和莎莫的500天,2009,actor5,movie,1980,男,29
马修·古迪,模仿游戏 The Imitation Game,2014,actor3,movie,1978,男,36
马修·麦康纳,星际穿越 Interstellar,2014,actor1,movie,1969,男,45
马修·麦康纳,达拉斯买家俱乐部 Dallas Buyers Club,2013,actor1,movie,1969,男,44
玛吉·吉伦哈尔,蝙蝠侠：黑暗骑士 The Dark Knight,2008,actor5,movie,1977,女,31
玛吉·史密斯,哈利·波特与魔法石 Harry Potter and the Sorcerer's Stone,2001,actor5,movie,1934,女,67
玛丽昂·歌迪亚,蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,2012,actor5,movie,1975,女,37
迈克尔·凯恩,蝙蝠侠：黑暗骑士 The Dark Knight,2008,actor4,movie,1933,男,75
迈克尔·凯恩,星际穿越 Interstellar,2014,actor5,movie,1933,男,81
迈克尔·凯恩,致命魔术 The Prestige,2006,actor3,movie,1933,男,73
迈克尔·佩纳,蚁人2：黄蜂女现身 Ant-Man and the Wasp,2018,actor3,movie,1976,男,42
迈克尔·佩纳,火星救援 The Martian,2015,actor5,movie,1976,男,39
迈克尔·珊农,水形物语 The Shape of Water,2017,actor3,movie,1974,男,43
麦斯·米科尔森,奇异博士 Doctor Strange,2016,actor3,movie,1965,男,51
曼迪·摩尔,公主日记 The Princess Diaries,2001,actor5,movie,1984,女,17
梅根·福克斯,变形金刚 Transformers,2007,actor5,movie,1986,女,21
梅丽尔·斯特里普,穿普拉达的女王 The Devil Wears Prada,2006,actor2,movie,1949,女,57
米娜·苏瓦丽,美国丽人 American Beauty,1999,actor5,movie,1979,女,20
米特·洛夫,搏击俱乐部 Fight Club,1999,actor5,movie,1947,男,52
米歇尔·罗德里格兹,阿凡达 Avatar,2009,actor5,movie,1978,女,31
米歇尔·罗德里格兹,速度与激情8 The Fate of the Furious,2017,actor5,movie,1978,女,39
米歇尔·罗德里格兹,速度与激情7 Furious 7,2015,actor4,movie,1978,女,37
米歇尔·威廉姆斯,禁闭岛 Shutter Island,2010,actor5,movie,1980,女,30
米歇尔·威廉姆斯,断背山 Brokeback Mountain,2005,actor3,movie,1980,女,25
米歇尔·威廉姆斯,海边的曼彻斯特 Manchester by the Sea,2016,actor3,movie,1980,女,36
妮基·瑞德,暮光之城 Twilight,2008,actor5,movie,1988,女,20
尼尔·帕特里克·哈里斯,消失的爱人 Gone Girl,2014,actor3,movie,1973,男,41
尼克·罗宾森,侏罗纪世界 Jurassic World,2015,actor5,movie,1995,男,20
诺亚·泰勒,查理和巧克力工厂 Charlie and the Chocolate Factory,2005,actor5,movie,1969,男,36
帕迪·康斯戴恩,谍影重重3 The Bourne Ultimatum,2007,actor5,movie,1974,男,33
强·沃特,珍珠港 Pearl Harbor,2001,actor5,movie,1938,男,63
乔丹娜·布鲁斯特,速度与激情7 Furious 7,2015,actor5,movie,1980,女,35
乔什·布洛林,复仇者联盟3：无限战争 Avengers: Infinity War,2018,actor5,movie,1968,男,50
乔什·哈洛威,碟中谍4 Mission: Impossible - Ghost Protocol,2011,actor5,movie,1969,男,42
切瓦特·埃加福特,奇异博士 Doctor Strange,2016,actor4,movie,1977,男,39
切瓦特·埃加福特,2012,2009,actor2,movie,1977,男,32
裘德·洛,人工智能 Artificial Intelligence: AI,2001,actor5,movie,1972,男,29
裘德·洛,布达佩斯大饭店 The Grand Budapest Hotel,2014,actor5,movie,1972,男,42
瑞秋·麦克亚当斯,奇异博士 Doctor Strange,2016,actor5,movie,1978,女,38
瑞秋·麦克亚当斯,恋恋笔记本 The Notebook,2004,actor2,movie,1978,女,26
莎莉·理查德森,我是传奇 I Am Legend,2007,actor5,movie,1967,女,40
山姆·洛克威尔,"三块广告牌 Three Billboards Outside Ebbing, Missouri",2017,actor3,movie,1968,男,49
史蒂夫·卡瑞尔,阳光小美女 Little Miss Sunshine,2006,actor5,movie,1962,男,44
斯戴芬·莫昌特,金刚狼3：殊死一战 Logan,2017,actor5,movie,1974,男,43
斯嘉丽·约翰逊,他其实没那么喜欢你,2009,actor5,movie,1984,女,25
斯嘉丽·约翰逊,复仇者联盟2：奥创纪元 Avengers: Age of Ultron,2015,actor5,movie,1984,女,31
斯嘉丽·约翰逊,她 Her,2013,actor2,movie,1984,女,29
斯嘉丽·约翰逊,致命魔术 The Prestige,2006,actor5,movie,1984,女,22
斯嘉丽·约翰逊,复仇者联盟 The Avengers,2012,actor3,movie,1984,女,28
斯塔尔勒塔·杜波利斯,恋恋笔记本 The Notebook,2004,actor5,movie,1941,女,63
苏珊娜·洛塔尔,朗读者 The Reader,2008,actor5,movie,1960,女,48
塔布,少年派的奇幻漂流 Life of Pi,2012,actor5,movie,1970,女,42
泰·辛普金斯,侏罗纪世界 Jurassic World,2015,actor4,movie,2001,男,14
泰勒·派瑞,消失的爱人 Gone Girl,2014,actor5,movie,1969,男,45
泰伊·谢里丹,头号玩家 Ready Player One,2018,actor1,movie,1996,男,22
坦迪·牛顿,当幸福来敲门 The Pursuit of Happyness,2006,actor3,movie,1972,女,34
坦迪·牛顿,2012,2009,actor4,movie,1972,女,37
唐尼·沃尔伯格,第六感 The Sixth Sense,1999,actor5,movie,1969,男,30
威尔·保尔特,荒野猎人 The Revenant,2015,actor4,movie,1993,男,22
威廉姆·李·斯科特,蝴蝶效应 The Butterfly Effect,2004,actor5,movie,1973,男,31
薇诺娜·瑞德,黑天鹅 Black Swan,2010,actor5,movie,1971,女,39
文·瑞姆斯,碟中谍6：全面瓦解 Mission: Impossible - Fallout,2018,actor3,movie,1959,男,59
文森特·多诺费奥,侏罗纪世界 Jurassic World,2015,actor3,movie,1959,男,56
文斯·沃恩,史密斯夫妇 Mr. & Mrs. Smith,2005,actor3,movie,1970,男,35
文斯·沃恩,血战钢锯岭 Hacksaw Ridge,2016,actor3,movie,1970,男,46
沃尔顿·戈金斯,蚁人2：黄蜂女现身 Ant-Man and the Wasp,2018,actor5,movie,1971,男,47
伍迪·哈里森,惊天魔盗团 Now You See Me,2013,actor3,movie,1961,男,52
伍迪·哈里森,"三块广告牌 Three Billboards Outside Ebbing, Missouri",2017,actor2,movie,1961,男,56
西尔维娅·侯克斯,银翼杀手2049 Blade Runner 2049,2017,actor4,movie,1983,女,34
西蒙·贝克,穿普拉达的女王 The Devil Wears Prada,2006,actor5,movie,1969,男,37
西蒙·佩吉,碟中谍4 Mission: Impossible - Ghost Protocol,2011,actor3,movie,1970,男,41
西蒙·佩吉,碟中谍6：全面瓦解 Mission: Impossible - Fallout,2018,actor4,movie,1970,男,48
伊德里斯·艾尔巴,环太平洋 Pacific Rim,2013,actor3,movie,1972,男,41
伊恩·麦克莱恩,X战警 X-Men,2000,actor3,movie,1939,男,61
伊恩·麦克莱恩,指环王3：王者无敌 The Lord of the Rings: The Return of the King,2003,actor5,movie,1939,男,64
伊恩·麦克莱恩,指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,2002,actor3,movie,1939,男,63
伊莱亚斯·科泰斯,本杰明·巴顿奇事 The Curious Case of Benjamin Button,2008,actor5,movie,1961,男,47
伊桑·霍克,战争之王 Lord of War,2005,actor5,movie,1970,男,35
伊桑·霍克,爱在日落黄昏时 Before Sunset,2004,actor1,movie,1970,男,34
伊万杰琳·莉莉,蚁人2：黄蜂女现身 Ant-Man and the Wasp,2018,actor2,movie,1979,女,39
雨果·维文,V字仇杀队 V for Vendetta,2005,actor2,movie,1960,男,45
雨果·维文,黑客帝国 The Matrix,1999,actor4,movie,1960,男,39
雨果·维文,血战钢锯岭 Hacksaw Ridge,2016,actor4,movie,1960,男,56
约翰·传奇,爱乐之城 La La Land,2016,actor3,movie,1978,男,38
约翰·赫特,V字仇杀队 V for Vendetta,2005,actor5,movie,1940,男,65
约翰·马奥尼,怦然心动 Flipped,2010,actor5,movie,1940,男,70
约瑟夫·梅泽罗,社交网络 The Social Network,2010,actor5,movie,1983,男,27
詹姆斯·弗兰科,蜘蛛侠 Spider-Man,2002,actor4,movie,1978,男,24
詹姆斯·凯伦,当幸福来敲门 The Pursuit of Happyness,2006,actor5,movie,1923,男,83
詹姆斯·克伦威尔,绿里奇迹 The Green Mile,1999,actor5,movie,1940,男,59
詹姆斯·麦斯登,X战警 X-Men,2000,actor5,movie,1973,男,27
詹妮弗·安妮斯顿,他其实没那么喜欢你,2009,actor1,movie,1969,女,40
赵文瑄,巨齿鲨 The Meg,2018,actor5,movie,1960,男,58
朱丽娅·斯蒂尔斯,谍影重重3 The Bourne Ultimatum,2007,actor2,movie,1981,女,26
朱丽娅·斯蒂尔斯,谍影重重 The Bourne Identity,2002,actor5,movie,1981,女,21
