actor,name,year,variable,type,BirthYear,gender,age
堺雅人,胜者即是正义 リーガル?ハイ,2012,actor1,drama,1973,男,39
堺雅人,胜者即是正义2 リーガルハイ2,2013,actor1,drama,1973,男,40
锦户亮,流星之绊 流星の絆,2008,actor2,drama,1984,男,24
锦户亮,1公升的泪 1リットルの涙,2005,actor2,drama,1984,男,21
锦户亮,对不起青春 ごめんね青春！,2014,actor1,drama,1984,男,30
锦户亮,全开女孩 全開ガール,2011,actor2,drama,1984,男,27
锦户亮,最后的朋友 ラスト?フレンズ,2008,actor4,drama,1984,男,24
京野琴美,大奥第一章 大奧～第一章～,2004,actor5,drama,1978,女,26
井川遥,从天而降的一亿颗星星 空から降る一億の星,2002,actor4,drama,1976,女,26
井浦新,有钱男与贫穷女 リッチマン、プアウーマン,2012,actor4,drama,1974,男,38
井浦新,非自然死亡 アンナチュラル,2018,actor2,drama,1974,男,44
井上真央,花样男子 花より男子,2005,actor1,drama,1987,女,18
久保田磨希,倒数第二次恋爱 最後から二番目の恋,2012,actor5,drama,1973,女,39
酒井若菜,母亲 Mother,2010,actor4,drama,1980,女,30
酒井若菜,宠物情人 きみはペット,2003,actor5,drama,1980,女,23
臼田麻美,萤之光2 ホタルノヒカリ2,2010,actor4,drama,1984,女,26
堀北真希,野猪大改造 野ブタ。をプロデュース,2005,actor3,drama,1988,女,17
堀北真希,偷偷爱着你 花ざかりの君たちへ：～イケメン♂パラダイス～,2007,actor1,drama,1988,女,19
堀北真希,欺诈师猎人 クロサギ,2006,actor2,drama,1988,女,18
濑户朝香,大奥第一章 大奧～第一章～,2004,actor3,drama,1976,女,28
里见浩太朗,胜者即是正义 リーガル?ハイ,2012,actor5,drama,1936,男,76
莲佛美沙子,全开女孩 全開ガール,2011,actor4,drama,1991,女,20
林遣都,火花,2016,actor1,drama,1990,男,26
林遣都,大叔之爱 おっさんずラブ,2018,actor3,drama,1990,男,28
铃木兰兰,料理仙姬 おせん,2008,actor5,drama,1975,女,33
铃木纱理奈,继续,1999,actor3,drama,1977,女,22
铃木杏,金田一少年事件簿3 金田一少年の事件簿 第3シリーズ,2001,actor2,drama,1987,女,14
铃木杏树,女婿大人 ムコ殿,2001,actor3,drama,1969,女,32
绫濑遥,萤之光2 ホタルノヒカリ2,2010,actor1,drama,1985,女,25
绫濑遥,仁医 JIN-仁-,2009,actor3,drama,1985,女,24
绫濑遥,在世界的中心呼唤爱 世界の中心で、愛をさけぶ,2004,actor2,drama,1985,女,19
绫濑遥,萤之光 ホタルノヒカリ,2007,actor1,drama,1985,女,22
绫濑遥,脑神探 MR. BRAIN,2009,actor2,drama,1985,女,24
绫濑遥,白夜行,2006,actor2,drama,1985,女,21
绫田俊树,深夜食堂,2009,actor5,drama,1950,男,59
绫野刚,最完美的离婚 最高の離婚,2013,actor4,drama,1982,男,31
柳叶敏郎,紧急救命 コード?ブルー -ドクターヘリ緊急救命-,2008,actor3,drama,1961,男,47
龙雷太,SPEC SPEC?警視庁公安部公安第五課 未詳事件特別対策係事件簿?,2010,actor5,drama,1940,男,70
龙星凉,贤者之爱 賢者の愛,2016,actor3,drama,1993,男,23
泷藤贤一,无间双龙：这份爱，才是正义 ウロボロス～この愛こそ、正義。,2015,actor5,drama,1976,男,39
泷藤贤一,黑皮记事本 黒革の手帖,2017,actor4,drama,1976,男,41
泷泽秀明,蛋糕上的草莓 ストロベリー?オンザ?ショートケーキ,2001,actor1,drama,1982,男,19
泷泽秀明,魔女的条件,1999,actor2,drama,1982,男,17
泷泽秀明,西洋古董洋果子店 アンティーク ?西洋骨董洋菓子店?,2001,actor1,drama,1982,男,19
竜星凉,无法坦诚相对 素直になれなくて,2010,actor5,drama,1993,男,17
芦田爱菜,母亲 Mother,2010,actor2,drama,2004,女,6
麻生久美子,人生删除事务所 dele ディーリー,2018,actor3,drama,1978,女,40
满岛光,对不起青春 ごめんね青春！,2014,actor2,drama,1985,女,29
满岛光,尽管如此 也要活下去 それでも、生きてゆく,2011,actor2,drama,1985,女,26
满岛光,四重奏 カルテット,2017,actor2,drama,1985,女,32
满岛光,监狱的公主大人 監獄のお姫さま,2017,actor2,drama,1985,女,32
门胁麦,火花,2016,actor3,drama,1992,女,24
米仓凉子,黑色皮革手册 黒革の手帖,2004,actor1,drama,1975,女,29
明石家秋刀鱼,从天而降的一亿颗星星 空から降る一億の星,2002,actor5,drama,1955,男,47
木村佳乃,我的恐怖妻子 僕のヤバイ妻,2016,actor2,drama,1976,女,40
木村拓哉,美丽人生 ビューティフルライフ,2000,actor1,drama,1972,男,28
木村拓哉,脑神探 MR. BRAIN,2009,actor1,drama,1972,男,37
木村拓哉,律政英雄 HERO,2001,actor1,drama,1972,男,29
木村拓哉,冰上恋人 プライド,2004,actor1,drama,1972,男,32
木村拓哉,从天而降的一亿颗星星 空から降る一億の星,2002,actor1,drama,1972,男,30
木南晴夏,勇者义彦与魔王城 勇者ヨシヒコと魔王の城,2011,actor2,drama,1985,女,26
内博贵,料理仙姬 おせん,2008,actor2,drama,1986,男,22
内山理名,日本恐怖童话六部曲,1999,actor1,drama,1981,女,18
内山理名,蛋糕上的草莓 ストロベリー?オンザ?ショートケーキ,2001,actor3,drama,1981,女,20
内藤大湖,爱情洗牌 Love Shuffle,2009,actor4,drama,1978,男,31
内田有纪,倒数第二次恋爱 最後から二番目の恋,2012,actor4,drama,1975,女,37
片冈爱之助,半泽直树 半沢直樹,2013,actor5,drama,1972,男,41
片寄凉太,哥哥太爱我了怎么办 兄に愛されすぎて困ってます,2017,actor2,drama,1994,男,23
平冈佑太,求婚大作战 プロポーズ大作戦,2007,actor5,drama,1984,男,23
平冈佑太,东京白日梦女 東京タラレバ娘,2017,actor5,drama,1984,男,33
平山浩行,全开女孩 全開ガール,2011,actor3,drama,1977,男,34
妻夫木聪,橙色岁月 オレンジデイズ,2004,actor1,drama,1980,男,24
妻夫木聪,午餐女王 ランチの女王,2002,actor3,drama,1980,男,22
千叶雄大,高岭之花 高嶺の花,2018,actor4,drama,1989,男,29
千叶雄大,哥哥太爱我了怎么办 兄に愛されすぎて困ってます,2017,actor3,drama,1989,男,28
前原一辉,圈套 トリック,2000,actor4,drama,1973,男,27
浅利阳介,有钱男与贫穷女 リッチマン、プアウーマン,2012,actor5,drama,1987,男,25
浅利阳介,贤者之爱 賢者の愛,2016,actor4,drama,1987,男,29
浅丘琉璃子,西瓜 すいか,2003,actor4,drama,1940,女,63
浅香航大,我的恐怖妻子 僕のヤバイ妻,2016,actor4,drama,1992,男,24
桥本爱,人生删除事务所 dele ディーリー,2018,actor4,drama,1996,女,22
荣仓奈奈,为了N Nのために,2014,actor1,drama,1988,女,26
荣仓奈奈,求婚大作战 プロポーズ大作戦,2007,actor4,drama,1988,女,19
荣仓奈奈,东京白日梦女 東京タラレバ娘,2017,actor2,drama,1988,女,29
三吉彩花,不结婚 結婚しない,2012,actor5,drama,1996,女,16
三浦贵大,高岭之花 高嶺の花,2018,actor5,drama,1985,男,33
三浦友和,律政英雄 HERO,2001,actor3,drama,1952,男,49
三浦友和,流星之绊 流星の絆,2008,actor4,drama,1952,男,56
三浦友和,为了N Nのために,2014,actor5,drama,1952,男,62
三上博史,唇膏,1999,actor1,drama,1962,男,37
森迫永依,野猪大改造 野ブタ。をプロデュース,2005,actor5,drama,1997,女,8
森下爱子,曼哈顿爱情故事 マンハッタンラブストーリー,2003,actor5,drama,1958,女,45
纱荣子,朝5晚9：帅气和尚爱上我 5→9 ～私に恋したお坊さん～,2015,actor5,drama,1986,女,29
山本彩,火花,2016,actor5,drama,1993,女,23
山本耕史,母亲 Mother,2010,actor3,drama,1976,男,34
山村美智,孤独的美食家 第一季 孤独のグルメ Season1,2012,actor2,drama,1956,女,56
山口萌,日本恐怖童话六部曲,1999,actor4,drama,1977,女,22
山崎努,欺诈师猎人 クロサギ,2006,actor3,drama,1936,男,70
山田孝之,白夜行,2006,actor1,drama,1983,男,23
山田孝之,人生删除事务所 dele ディーリー,2018,actor1,drama,1983,男,35
山田孝之,漂流教室 ロング?ラブレター?漂流教室?,2002,actor4,drama,1983,男,19
山田孝之,在世界的中心呼唤爱 世界の中心で、愛をさけぶ,2004,actor1,drama,1983,男,21
山田孝之,勇者义彦与魔王城 勇者ヨシヒコと魔王の城,2011,actor1,drama,1983,男,28
山田裕贵,一吻定情 イタズラなKiss～Love in TOKYO,2013,actor3,drama,1990,男,23
山下智久,漂流教室 ロング?ラブレター?漂流教室?,2002,actor3,drama,1985,男,17
山下智久,欺诈师猎人 クロサギ,2006,actor1,drama,1985,男,21
山下智久,野猪大改造 野ブタ。をプロデュース,2005,actor2,drama,1985,男,20
山下智久,日本派 Stand Up!!,2003,actor2,drama,1985,男,18
山下智久,龙樱 ドラゴン桜,2005,actor4,drama,1985,男,20
山下智久,朝5晚9：帅气和尚爱上我 5→9 ～私に恋したお坊さん～,2015,actor2,drama,1985,男,30
山下智久,求婚大作战 プロポーズ大作戦,2007,actor1,drama,1985,男,22
山下智久,午餐女王 ランチの女王,2002,actor5,drama,1985,男,17
山下智久,紧急救命 コード?ブルー -ドクターヘリ緊急救命-,2008,actor1,drama,1985,男,23
山下智久,池袋西口公园 池袋ウエストゲートパーク,2000,actor4,drama,1985,男,15
杉本哲太,料理仙姬 おせん,2008,actor4,drama,1965,男,43
杉野遥亮,哥哥太爱我了怎么办 兄に愛されすぎて困ってます,2017,actor5,drama,1995,男,22
上户彩,半泽直树 半沢直樹,2013,actor2,drama,1985,女,28
上户彩,昼颜：工作日下午3点的恋人们 昼顔～平日午後3時の恋人たち～,2014,actor1,drama,1985,女,29
上野树里,交响情人梦之欧洲特别篇 のだめカンタービレ in ヨーロッパ,2008,actor1,drama,1986,女,22
上野树里,交响情人梦 のだめカンタービレ,2006,actor1,drama,1986,女,20
上野树里,无间双龙：这份爱，才是正义 ウロボロス～この愛こそ、正義。,2015,actor3,drama,1986,女,29
上野树里,无法坦诚相对 素直になれなくて,2010,actor2,drama,1986,女,24
上野树里,最后的朋友 ラスト?フレンズ,2008,actor2,drama,1986,女,22
深津绘里,从天而降的一亿颗星星 空から降る一億の星,2002,actor2,drama,1973,女,29
深田恭子,神探伽利略 ガリレオ,2007,actor4,drama,1982,女,25
深田恭子,蛋糕上的草莓 ストロベリー?オンザ?ショートケーキ,2001,actor2,drama,1982,女,19
生濑胜久,胜者即是正义 リーガル?ハイ,2012,actor3,drama,1960,男,52
生濑胜久,圈套 トリック,2000,actor3,drama,1960,男,40
生田斗真,无间双龙：这份爱，才是正义 ウロボロス～この愛こそ、正義。,2015,actor1,drama,1984,男,31
生田斗真,自恋刑警 うぬぼれ刑事,2010,actor2,drama,1984,男,26
生田斗真,偷偷爱着你 花ざかりの君たちへ：～イケメン♂パラダイス～,2007,actor3,drama,1984,男,23
石井正则,绅士刑警3,1999,actor3,drama,1973,男,26
石桥莲司,大川端侦探社 リバースエッジ 大川端探偵社,2014,actor2,drama,1941,男,73
石田百合子,蛋糕上的草莓 ストロベリー?オンザ?ショートケーキ,2001,actor5,drama,1969,女,32
石原里美,有钱男与贫穷女 リッチマン、プアウーマン,2012,actor2,drama,1986,女,26
石原里美,高岭之花 高嶺の花,2018,actor1,drama,1986,女,32
石原里美,非自然死亡 アンナチュラル,2018,actor1,drama,1986,女,32
石原里美,朝5晚9：帅气和尚爱上我 5→9 ～私に恋したお坊さん～,2015,actor1,drama,1986,女,29
石原里美,失恋巧克力职人 失恋ショコラティエ,2014,actor2,drama,1986,女,28
矢部享佑,大川端侦探社 リバースエッジ 大川端探偵社,2014,actor4,drama,1973,男,41
矢田亚希子,白色巨塔 白い巨塔,2003,actor4,drama,1978,女,25
矢作穗香,一吻定情 イタズラなKiss～Love in TOKYO,2013,actor1,drama,1997,女,16
市川染五郎,冰上恋人 プライド,2004,actor5,drama,1973,男,31
市川实日子,西瓜 すいか,2003,actor3,drama,1978,女,25
市川实日子,非自然死亡 アンナチュラル,2018,actor4,drama,1978,女,40
市川由衣,欺诈师猎人 クロサギ,2006,actor5,drama,1986,女,20
室毅,勇者义彦与魔王城 勇者ヨシヒコと魔王の城,2011,actor3,drama,1976,男,35
释由美子,黑色皮革手册 黒革の手帖,2004,actor3,drama,1978,女,26
手越祐也,我的老大、我的英雄 マイ★ボス マイ★ヒーロー,2006,actor2,drama,1987,男,19
水川麻美,最后的朋友 ラスト?フレンズ,2008,actor5,drama,1983,女,25
水川麻美,交响情人梦 のだめカンタービレ,2006,actor4,drama,1983,女,23
水川麻美,交响情人梦之欧洲特别篇 のだめカンタービレ in ヨーロッパ,2008,actor4,drama,1983,女,25
水川麻美,失恋巧克力职人 失恋ショコラティエ,2014,actor4,drama,1983,女,31
水川麻美,东京女子图鉴 東京女子図鑑,2016,actor1,drama,1983,女,33
水岛宏,偷偷爱着你 花ざかりの君たちへ：～イケメン♂パラダイス～,2007,actor5,drama,1984,男,23
水岛宏,脑神探 MR. BRAIN,2009,actor3,drama,1984,男,25
水野美纪,美丽人生 ビューティフルライフ,2000,actor3,drama,1974,女,26
水原希子,失恋巧克力职人 失恋ショコラティエ,2014,actor3,drama,1990,女,24
松本润,金田一少年事件簿3 金田一少年の事件簿 第3シリーズ,2001,actor1,drama,1983,男,18
松本润,宠物情人 きみはペット,2003,actor2,drama,1983,男,20
松本润,失恋巧克力职人 失恋ショコラティエ,2014,actor1,drama,1983,男,31
松本润,花样男子 花より男子,2005,actor2,drama,1983,男,22
松岛菜菜子,魔女的条件,1999,actor1,drama,1973,女,26
松岛菜菜子,世界奇妙物语 10周年特别篇 世にも奇妙な物語 10周年,2000,actor4,drama,1973,女,27
松冈昌宏,曼哈顿爱情故事 マンハッタンラブストーリー,2003,actor1,drama,1977,男,26
松隆子,律政英雄 HERO,2001,actor2,drama,1977,女,24
松隆子,四重奏 カルテット,2017,actor1,drama,1977,女,40
松田龙平,四重奏 カルテット,2017,actor4,drama,1983,男,34
松田翔太,花样男子 花より男子,2005,actor4,drama,1985,男,20
松田翔太,诈欺游戏 ライアーゲーム,2007,actor2,drama,1985,男,22
松田翔太,爱情洗牌 Love Shuffle,2009,actor3,drama,1985,男,24
松尾谕,约会～恋爱究竟是什么呢～ デート ?恋とはどんなものかしら?,2015,actor5,drama,1975,男,40
松下由树,大奥第一章 大奧～第一章～,2004,actor1,drama,1968,女,36
松雪泰子,母亲 Mother,2010,actor1,drama,1972,女,38
松重丰,深夜食堂,2009,actor4,drama,1963,男,46
松重丰,非自然死亡 アンナチュラル,2018,actor5,drama,1963,男,55
松重丰,深夜食堂2,2011,actor3,drama,1963,男,48
松重丰,孤独的美食家 第一季 孤独のグルメ Season1,2012,actor1,drama,1963,男,49
唐泽寿明,白色巨塔 白い巨塔,2003,actor1,drama,1963,男,40
藤井隆,逃避虽可耻但有用 逃げるは恥だが役に立つ,2016,actor4,drama,1972,男,44
藤木直人,求婚大作战 プロポーズ大作戦,2007,actor3,drama,1972,男,35
藤木直人,萤之光2 ホタルノヒカリ2,2010,actor2,drama,1972,男,38
藤木直人,西洋古董洋果子店 アンティーク ?西洋骨董洋菓子店?,2001,actor3,drama,1972,男,29
藤木直人,萤之光 ホタルノヒカリ,2007,actor2,drama,1972,男,35
藤木直人,1公升的泪 1リットルの涙,2005,actor4,drama,1972,男,33
藤原龙也,不需要爱的夏天 愛なんていらねえよ、夏,2002,actor3,drama,1982,男,20
天海祐希,女王的教室 女王の教室,2005,actor1,drama,1967,女,38
天海祐希,老大 BOSS,2009,actor1,drama,1967,女,42
天海祐希,不结婚 結婚しない,2012,actor2,drama,1967,女,45
田边诚一,宠物情人 きみはペット,2003,actor4,drama,1969,男,34
田村正和,绅士刑警3,1999,actor1,drama,1943,男,56
田口淳之介,胜者即是正义2 リーガルハイ2,2013,actor5,drama,1985,男,28
田畑智子,深夜食堂,2009,actor3,drama,1980,女,29
田中圭,朝5晚9：帅气和尚爱上我 5→9 ～私に恋したお坊さん～,2015,actor3,drama,1984,男,31
田中圭,我无法恋爱的理由 私が恋愛できない理由,2011,actor4,drama,1984,男,27
田中圭,尽管如此 也要活下去 それでも、生きてゆく,2011,actor4,drama,1984,男,27
田中圭,大叔之爱 おっさんずラブ,2018,actor1,drama,1984,男,34
田中圣,我的老大、我的英雄 マイ★ボス マイ★ヒーロー,2006,actor3,drama,1985,男,21
田中幸太朗,在世界的中心呼唤爱 世界の中心で、愛をさけぶ,2004,actor5,drama,1982,男,22
桐谷健太,仁医 JIN-仁-,2009,actor5,drama,1980,男,29
土屋太凤,哥哥太爱我了怎么办 兄に愛されすぎて困ってます,2017,actor1,drama,1995,女,22
洼田正孝,为了N Nのために,2014,actor2,drama,1988,男,26
洼田正孝,非自然死亡 アンナチュラル,2018,actor3,drama,1988,男,30
洼冢洋介,漂流教室 ロング?ラブレター?漂流教室?,2002,actor2,drama,1979,男,23
洼冢洋介,唇膏,1999,actor3,drama,1979,男,20
洼冢洋介,蛋糕上的草莓 ストロベリー?オンザ?ショートケーキ,2001,actor4,drama,1979,男,22
洼冢洋介,池袋西口公园 池袋ウエストゲートパーク,2000,actor3,drama,1979,男,21
